,DATE (YYYY/MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11),Cloud Type,Solar Zenith Angle,Snow Depth [cm]
6441,07-03-2020,18:14,-0.620666,-0.217598,266.72934,14.58,4.714,-7.586,19.34,3.45,259.4,811.85,0,0,0,0,121.93,0.67
6442,09-07-2020,15:39,365.732,267.471,265.08781,30.49,14.226,2.526,16.79,4.7,37.75,815.894,0,0,0.2043,1,56.95,0.943
6443,21-08-2020,01:16,-1.53091,-0.207378,21.92494,19.95,12.113,6.713,42.14,2.95,271.5,817.558,0,0,0,0,132.74,-0.245
6444,13-11-2020,05:24,-1.41741,0.390078,101.00004,1.634,-4.363,-20.363,14.44,0.95,275.4,814.564,0,0,0,7,111.11,0.082
6445,02-07-2020,06:34,294.755,681.483,76.13,19.51,10.703,3.803,35.36,1.45,51.42,819.293,0,0,0.2419,1,88.88,0.819
6446,06-08-2020,18:33,23.2971,0.632016,286.75716,26.03,14.232,6.632,29.01,3.7,134.8,815.147,0,0,0.1207,3,88.37,-0.121
6447,24-06-2020,05:36,131.666,605.252,67.63701,19.03,10.82,4.54,38.37,1.45,264,817.972,0,0,0.2976,0,70.77,0.726
6448,08-01-2020,12:58,326.841,229.175,193.15942,13.56,3.206,-12.184,13.73,2.95,143.1,803.743,0,0,0.2037,0,48.12,0.559
6449,08-02-2020,17:05,19.2364,-0.959422,247.42158,6.645,2.491,-2.209,52,0,0,805.134,11.43,0,0.6074,0,63.69,14.69
6450,23-05-2020,03:36,-1.08703,-0.034564,50.97635,12.37,5.154,-2.546,34.39,0.95,229.1,809.747,0,0,0,7,44.37,0.785
6451,06-02-2020,15:01,389.269,331.786,223.7676,2.25,-1.861,-8.161,42.49,7.2,301.5,802.286,0,0,0.7286,8,97.69,3.728
6452,23-09-2020,02:14,-1.52137,-0.197504,48.11595,19.03,9.61,1.43,30.77,3.7,299.3,819.765,0,0,0,0,56.19,-0.206
6453,20-05-2020,14:51,811.422,950.849,255.2324,28.18,10.844,-5.956,9.68,4.45,196.6,806.154,0,0,0.1805,1,80.39,1.177
6454,23-12-2020,22:54,-1.06363,0.222196,314.42309,-4.093,-7.976,-19.576,24.69,6.7,273.5,817.833,0,0,0,0,57.98,0.211
6455,11-02-2020,01:59,-1.00487,-0.207714,49.04537,-7.874,-8.103,-8.603,93.8,0,0,821.607,0,1,0,4,114.72,26.62
6456,31-03-2020,04:54,-0.824599,-0.326401,75.07223,6.333,0.602,-7.198,34.7,1.2,271.6,817.029,0,0,0,4,108.13,0.632
6457,20-11-2020,16:36,2.15861,-0.118503,243.60557,7.573,0.756,-9.244,26.63,4.2,329.1,825.349,0,0,0,7,108.79,0.102
6458,16-03-2020,07:25,221.244,780.259,103.47172,6.616,1.108,-6.192,37.13,4.2,284.7,818.668,0,0,0.2267,0,55.61,0.506
6459,12-07-2020,23:25,-1.58061,-0.162942,349.10302,24.44,12.173,2.773,24.34,2.45,244.5,816.494,0,0,0,1,100.76,0.524
6460,10-01-2020,23:31,-0.634731,0.326404,333.28218,-10.56,-11.192,-12.992,80.3,1.7,293,815.564,0,0,0,0,53.02,0.192
6461,14-02-2020,20:34,-1.05265,-0.395638,282.95308,5.912,-0.446,-10.346,27.07,1.45,288.9,810.608,0,0,0,0,160.06,13.99
6462,25-03-2020,12:41,728.615,658.317,194.00363,17.38,5.452,-9.848,13.25,1.95,226,808.11,0,0,0.185,0,28.97,0.971
6463,10-04-2020,05:36,6.07658,1.38467,79.54598,10.28,4.514,-1.686,42.45,1.7,258,814.479,0,0,0,1,127.47,0.925
6464,26-12-2020,10:05,395.184,964.415,151.30846,14.71,3.654,-12.846,12,0.45,190.9,811.802,0,0,0.2392,6,95.18,0.225
6465,02-11-2020,10:45,607.969,1012.57,162.77899,20.24,7.022,-9.178,11.76,2.95,107.1,826.391,0,0,0.2141,2,52.17,0.405
6466,28-01-2020,23:38,-0.833288,0.19782,337.84564,1.48,-3.034,-11.034,34.8,1.45,267,815.404,0,0,0,0,104.55,0.327
6467,29-05-2020,17:47,285.781,691.491,285.46169,23.94,13.896,7.436,34.72,3.95,219.8,819.636,0,0,0.2506,0,118.5,1.23
6468,23-08-2020,20:52,-1.8824,-0.054314,308.01204,25.83,12.424,1.944,21.12,2.45,289,819.714,0,0,0,0,90.6,-0.308
6469,21-04-2020,01:21,-0.941656,-0.356096,24.54821,7.668,2.371,-3.829,42.29,0.45,308.9,816.228,0,0,0,0,40.45,1.041
6470,02-02-2020,19:43,-1.25805,-0.326398,270.63286,12.21,2.145,-14.155,12.53,1.95,241.6,802.943,0,0,0,0,54.79,0.411
6471,21-03-2020,19:18,-0.605027,-0.637967,282.0614,3.259,1.768,0.068,79.53,1.7,183.7,816.905,10.16,0,0,0,79.08,4.41
6472,12-10-2020,08:14,378.619,891.706,121.27678,15.28,4.685,-9.315,15.88,7.7,264.8,817.483,0,0,0.2456,3,89.8,-0.337
6473,13-09-2020,01:58,-1.17505,-0.202445,40.15474,13.98,6.687,-0.613,36.37,2.45,272.1,822.586,0,0,0,8,57.96,0.066
6474,05-10-2020,07:56,328.021,708.438,115.45761,20.82,7.419,-8.281,12.28,2.95,282.3,820.457,0,0,0.259,0,92.18,-0.325
6475,22-01-2020,03:56,-0.949262,0.09891,84.35866,4.848,0.22,-5.88,43.12,1.7,282,810.585,0,0,0,8,86.4,0.158
6476,27-03-2020,03:15,-0.501684,-0.306619,57.25229,3.81,2.389,0.789,80.6,5.2,46.81,806.728,0,0,0,0,73.1,0.8
6477,28-02-2020,10:47,703.072,1024.65,152.36349,11.18,1.985,-12.715,15.3,3.2,266.2,823.19,0,0,0.1918,1,133.16,0.765
6478,17-02-2020,16:03,200.228,65.567,238.73492,1.438,-2.4,-8.7,42.95,3.45,195.2,813.269,0,0,0.5233,4,139.9,9.74
6479,27-09-2020,18:29,-1.30716,-0.004938,274.39667,6.34,3.852,1.352,70.36,0.7,47.28,824.498,0,0.3,0,1,38.4,-0.117
6480,31-05-2020,18:17,132.631,228.609,290.03505,22.89,13.881,8.201,38.97,1.45,210.5,818.141,0,0,0.2089,4,62.92,1.11
6481,03-02-2020,23:50,-0.682943,-1.088,345.3851,-10.98,-11.301,-12.101,90.4,1.7,59.66,811.445,0,1,0,3,89.47,11.07
6482,06-10-2020,23:31,-1.84798,-0.39007,352.27712,18.59,6.206,-9.594,12.56,5.7,283.4,819.973,0,0,0,0,89.3,-0.382
6483,14-04-2020,18:59,-0.772131,-0.133539,286.93822,3.765,-1.732,-11.032,29.58,1.95,256.4,814.758,0,0,0,0,111.83,0.952
6484,25-01-2020,16:42,60.5597,493.471,241.02867,9.06,1.345,-10.055,22.4,1.95,296.9,814.81,0,0,0.2717,7,112.84,0.373
6485,19-08-2020,22:43,-1.50297,0,335.70563,22.15,12.634,6.034,35.13,2.45,30.73,819.104,0,0,0,0,66.13,-0.262
6486,11-08-2020,20:03,-1.71408,-0.222194,300.66508,26.18,11.094,-2.406,14.72,1.95,276.8,816.597,0,0,0,8,109.93,-0.739
6487,29-08-2020,20:48,-1.57779,-0.266628,306.10972,18.45,11.896,7.496,48.82,0,0,817.518,0,0,0,3,133.98,-0.024
6488,17-03-2020,19:47,-0.97487,-0.014836,285.65886,7.845,4.631,1.331,63.36,1.45,293.8,811.287,0,0,0,6,42.54,0.772
6489,16-08-2020,07:51,371.282,435.418,96.47957,23.34,11.513,2.013,24.63,1.95,105.1,824.286,0,0,0.2356,3,23.11,-0.269
6490,30-10-2020,14:38,396.892,931.027,226.23997,19.16,6.623,-8.577,13.26,1.95,88,815.979,0,0,0.2338,0,118.81,0.381
6491,28-01-2020,07:13,4.08213,0.474767,113.35229,-0.399,-4.599,-13.499,32.02,4.45,297.8,817.859,0,0,0,4,156.68,0.221
6492,29-04-2020,16:18,461.239,847.111,265.81349,20.57,8.289,-4.511,17.28,3.2,159.1,821.107,0,0,0.2096,1,84.72,1.154
6493,04-01-2020,20:30,-0.938074,-0.410474,273.90455,9.94,1.914,-9.876,21.45,9.45,276.9,819.244,0,0,0,6,98.74,0.286
6494,15-08-2020,08:30,570.496,744.282,103.2221,21.94,12.903,6.903,37.78,1.95,137.3,822.707,0,0,0.2111,0,125.25,-0.35
6495,17-09-2020,22:17,-1.49698,-0.074065,325.61759,17.35,10.174,4.504,42.53,2.45,27.77,825.309,0,0,0,3,70.12,-0.068
6496,23-03-2020,10:36,832.814,683.11,145.85067,11.15,3.752,-5.048,30.15,1.45,41.78,814.535,0,0,0.1764,0,126.8,0.741
6497,05-06-2020,07:52,586.087,899.096,88.77571,24.73,12.609,3.619,25.4,2.7,69,818.434,0,0,0.1969,0,138.47,0.707
6498,10-06-2020,00:01,-1.20479,0.098754,0.20197,12.79,5.842,-1.358,36.95,1.95,22.26,820.177,0,0,0,7,57.71,0.99
6499,27-09-2020,17:37,-0.089036,-0.054314,266.07037,6.344,3.908,1.308,70.12,4.2,58.12,823.744,0,1,0,0,30.21,-0.118
6500,26-09-2020,12:50,493.436,84.754,201.41324,29.52,11.819,-4.281,10.34,0,0,811.429,0,0,0.1883,0,80.3,-0.105
6501,26-05-2020,02:27,-1.14025,-0.14813,36.88917,9.3,3.844,-2.156,43.59,2.95,266.9,817.113,0,0,0,0,130.43,0.998
6502,13-04-2020,09:27,256.114,1.08813,120.92872,-6.963,-7.964,-9.964,76.81,0.95,70.16,816.558,0,1,0.8241,0,107.94,7.597
6503,25-06-2020,22:51,-1.11726,-0.246884,341.6438,17.94,13.46,10.76,62.83,4.45,28.34,821.428,1.27,0,0,4,128.62,0.995
6504,30-06-2020,20:37,-1.22525,-0.25182,312.53586,19.15,11.183,5.293,40.14,3.45,112.1,815.942,0,0,0,0,57.54,0.708
6505,16-09-2020,17:30,43.2924,40.3652,267.62325,19.38,10.592,3.692,35.37,1.7,54.81,825.199,0,0,0.1755,7,37.65,-0.124
6506,25-08-2020,04:44,-1.73571,-0.162941,69.20028,24.07,12.161,3.061,25.4,4.45,277.4,818.499,0,0,0,1,146.21,-0.324
6507,01-06-2020,04:54,11.7604,0.755464,62.92513,19.16,10.741,4.241,37.27,3.2,262.3,818.571,0,0,0.1827,0,71.58,1.022
6508,08-12-2020,22:58,-1.67765,-0.414761,321.25241,11.54,0.923,-22.677,5.821,5.2,287.7,821.604,0,0,0,1,136.16,0.151
6509,09-11-2020,01:58,-0.968405,-0.730771,61.51088,3.65,0.043,-4.457,52.99,3.95,29.2,805.987,0,0,0,4,101.96,0.003
6510,16-07-2020,01:57,-1.24065,-0.261696,28.10184,17.87,11.357,6.757,48.13,1.45,278.8,818.202,0,0,0,0,83.83,0.763
6511,20-10-2020,15:06,266.914,194.715,234.11339,15.59,7.396,-0.504,33.08,3.95,61.7,815.25,0,0,0.2267,3,50.84,0.143
6512,15-02-2020,10:44,623.451,989.922,153.1593,1.371,-1.969,-7.069,49.78,2.2,177.5,816.081,0,0,0.7389,4,58.01,13.84
6513,30-12-2020,20:23,-1.37466,-0.207383,272.62078,3.298,-2.802,-15.602,20.14,0.95,288.6,813.07,0,0,0,0,129.53,3.673
6514,29-10-2020,22:59,-1.4215,-0.182694,335.73304,9.23,5.315,1.415,58.03,0.95,269.7,821.342,0,0,0,4,139.34,0.157
6515,17-05-2020,10:11,935.341,962.792,123.80308,15.41,9.908,5.708,52.34,2.7,49.44,817.864,0,0,0.1546,0,39.67,1.342
6516,24-03-2020,17:09,200.606,693.505,262.14568,13.27,4.474,-6.026,24.11,3.2,62.74,811.492,0,0,0.2119,7,116.86,0.891
6517,05-01-2020,14:04,436.858,903.609,209.31859,3.782,-0.928,-7.928,38.9,4.2,61.67,818.955,0,0,0.2363,0,130.09,0.54
6518,01-05-2020,08:43,635.914,786.72,105.69084,23.4,12.068,3.568,27.41,3.7,83.7,815.351,0,0,0.1934,1,121.45,1.082
6519,13-06-2020,06:24,146.961,41.8368,75.03123,16.99,10.805,6.305,49.32,0,0,819.86,0,0,0.1987,6,45.2,0.822
6520,25-06-2020,01:08,-1.29524,-0.276507,16.36792,17.55,10.686,5.586,45.29,1.95,259.9,815.501,0,0,0,7,107.78,0.74
6521,27-03-2020,10:21,153.787,0.924803,140.37414,1.914,0.394,-1.306,78.17,1.7,46.07,807.681,0,0,0.1677,0,160.12,0.841
6522,19-01-2020,19:42,-0.91846,0.004945,267.66222,0.902,-3.032,-9.832,40.39,2.2,291.4,827.956,0,0,0,2,60.37,0.294
6523,21-06-2020,02:34,-1.13525,-0.103691,36.20868,19.33,9.004,-0.496,26.14,4.2,275.8,816.296,0,0,0,4,67.4,0.989
6524,27-07-2020,13:53,525.862,30.0804,235.28912,26.94,15.787,9.387,33.17,1.7,335.8,821.835,0,0,0.1742,7,32.88,0.099
6525,25-11-2020,01:45,-1.07567,0.241947,61.61102,-1.035,-3.948,-9.048,50.35,3.45,272,813.046,0,0,0,8,100.59,11.01
6526,17-09-2020,14:01,621.701,524.752,225.1305,27.97,11.243,-4.737,10.88,5.2,51.75,821.834,0,0,0.2061,0,32.27,0.228
6527,18-09-2020,09:50,628.904,565.297,135.53493,19.85,10.975,4.175,35.54,1.7,113.5,824.109,0,0,0.2042,0,60.7,-0.025
6528,12-03-2020,15:48,223.02,2.2304,243.25577,6.375,2.561,-1.839,54.64,0.95,88.3,815.647,0,0,0.1803,8,109.34,0.714
6529,09-01-2020,04:35,-0.999554,0.400588,93.82422,0.856,-3.725,-12.525,31.82,1.7,247.4,806.305,0,0,0,0,37.27,0.08
6530,13-06-2020,13:12,450.702,19.0199,227.62885,27.33,14.671,6.581,26.78,3.95,38.5,815.123,0,0,0.1747,0,70.61,1.062
6531,23-02-2020,04:30,-0.722109,-0.09891,80.77277,2.799,-0.918,-6.018,49.23,5.45,22.29,814.356,0,0,0,0,96.99,6.23
6532,28-11-2020,20:04,-1.40187,-0.074065,273.55911,5.672,-0.32,-9.62,29.36,3.95,283.7,816.13,0,0,0,0,23,1.15
6533,03-04-2020,04:53,-0.931055,-0.044509,74.18141,-8.38,-8.619,-9.119,93.7,0,0,818.072,0,1,0,3,123.21,3.258
6534,09-11-2020,04:08,-1.49187,0.320946,88.39501,2.976,-1.541,-8.441,39.37,0.95,346.5,807.199,0,0,0,0,43.99,-0.034
6535,18-06-2020,16:07,311.461,1.49612,271.66315,17.09,9.603,3.603,40.58,2.95,29.44,819.97,0,0,0.1847,0,48.47,0.839
6536,04-02-2020,03:33,-0.978905,1.31551,76.04865,-12.11,-12.406,-13.306,89.7,1.7,114.8,812.079,0,1,0,0,98.68,17.26
6537,07-03-2020,11:57,609.958,511.279,174.84879,17.87,6.245,-7.755,15.45,2.95,232.8,815.629,0,0,0.1823,0,44.39,0.721
6538,15-10-2020,13:05,592.207,599.182,204.98385,9.95,3.418,-4.282,34.87,1.95,283.9,821.595,0,0,0.2194,7,100.47,-0.31
6539,26-08-2020,06:15,44.7775,1.58004,84.15801,23.52,12.516,4.536,29.13,3.2,289.3,817.203,0,0,0.1872,3,26.57,-0.25
6540,22-05-2020,15:21,229.193,13.4356,261.63071,24.99,9.765,-5.535,12.11,3.7,130.7,808.447,0,0,0.1635,8,124.01,0.786
6541,13-06-2020,00:48,-1.30666,-0.755461,12.0633,18.41,10.866,5.166,41.67,1.45,76.52,820.737,0,0,0,6,62.72,0.662
6542,22-02-2020,23:07,-0.833363,-0.118691,328.77053,5.583,0.981,-4.919,44.49,1.45,282.5,814.082,0,0,0,6,102.74,5.697
6543,17-10-2020,12:35,344.163,7.52002,195.72317,20.1,8.086,-4.114,18.4,3.2,50.85,812.017,0,0,0.2092,3,83.08,0.022
6544,03-03-2020,13:58,687.514,1007.41,214.00032,11.96,3.297,-8.203,21.74,8.2,268.1,810.965,0,0,0.1936,0,41.93,0.893
6545,25-12-2020,19:54,-1.36393,-0.592518,268.04587,6.733,-0.428,-12.728,20.64,2.7,284.5,815.341,0,0,0,4,97.6,0.317
6546,08-08-2020,05:07,1.53824,-0.138254,68.39338,21.47,8.244,-5.856,14.57,0.7,216.2,819.229,0,0,0,2,38.61,-0.105
6547,15-11-2020,05:28,-1.31537,-0.009875,101.97135,2.052,-3.267,-14.167,25.13,2.95,247.9,815.308,0,0,0,0,115.97,0.049
6548,25-05-2020,00:26,-0.096503,-0.019751,7.54418,6.39,4.386,2.486,76.05,2.45,301.4,818.195,0,0,0,8,59.26,0.948
6549,12-04-2020,12:44,326.493,2.72497,200.126,-4.903,-6.305,-9.105,69.4,5.45,66.73,813.735,0,0,0.6446,0,131.98,0.702
6550,24-04-2020,00:33,-0.764707,-0.306632,10.3918,5.48,3.191,0.791,71.72,1.7,34.19,814.032,0,0,0,8,25.97,0.968
6551,26-06-2020,21:25,-0.985182,0.19257,322.17943,15.95,12.423,10.223,68.77,6.45,269.5,819.239,17.27,0,0,2,39.77,0.988
6552,03-08-2020,06:40,250.205,657.011,81.54431,17.01,13.916,12.136,72.99,2.2,92.1,820.933,0,0,0.2471,6,165.48,-0.192
6553,05-01-2020,09:09,268.577,861.515,138.13147,1.998,-2.039,-8.339,42.59,2.7,144,824.273,0,0,0.2423,8,68.87,0.284
6554,10-11-2020,20:14,-1.29007,-0.10863,280.32532,1.925,-2.904,-11.804,31.45,3.45,10.3,811.158,5.08,0,0,2,65.09,0.094
6555,08-03-2020,23:55,-0.557834,-0.187927,353.07081,2.262,2.262,2.262,100,1.95,59.64,814.588,6.604,1,0,4,68.31,0.783
6556,10-10-2020,08:30,416.65,789.064,123.91328,18.62,7.227,-5.073,18.59,1.95,83.5,816.981,0,0,0.2457,7,54.34,-0.414
6557,04-06-2020,04:50,17.2361,84.0438,61.95439,17.88,8.728,0.428,30.76,1.2,261.8,816.647,0,0,0.347,2,45.4,0.857
6558,11-01-2020,01:29,-0.674937,0.296731,49.76097,-10.06,-10.956,-13.156,75.66,0.95,301.5,813.086,0,0,0,8,121.27,0.26
6559,16-01-2020,02:14,-0.791535,0.51928,63.78628,-4.325,-6.886,-12.686,47.93,1.45,292.9,822.552,0,0,0,6,73.3,0.259
6560,04-08-2020,19:13,1.19921,-0.237009,293.44239,22.9,15.261,11.061,47.2,0.95,22.21,820.173,0,0,0,0,123.29,-0.115
6561,30-09-2020,23:49,-1.44663,-0.222197,359.46339,11.37,5.706,-0.194,44.68,2.2,26.79,828.117,0,0,0,7,22.85,-0.23
6562,07-12-2020,12:57,483.18,1014.96,196.5285,14.38,3.583,-12.917,12.18,2.7,124.3,823.906,0,0,0.2477,1,99.98,0.463
6563,14-11-2020,01:30,-1.0213,-0.207382,54.22517,8.67,2.064,-6.336,31.87,10.95,273,802.336,0,0,0,0,46.9,0.133
6564,10-02-2020,05:08,-0.794103,0.103857,90.82718,-9.67,-10.039,-10.839,90.1,2.95,286,814.298,0,0,0,4,62.33,17.22
6565,02-03-2020,17:13,114.864,514.547,255.20897,6.645,-0.352,-11.652,22.89,9.2,282.3,806.529,3.048,0,0.2318,0,76.38,0.716
6566,18-09-2020,11:33,794.926,618.861,171.33532,22.78,12.423,4.933,31.32,1.95,21.89,822.864,0,0,0.1898,1,123.28,0.094
6567,20-08-2020,04:13,-1.40179,-0.207382,62.33353,17.11,10.614,5.814,47.31,1.45,286.3,817.66,0,0,0,0,124.65,-0.133
6568,29-03-2020,20:37,-0.792705,-0.143419,299.49656,5.588,0.588,-6.012,40.49,3.2,283.2,816.879,0,0,0,1,78.39,0.872
6569,28-05-2020,05:09,16.4142,0.138254,65.76158,11.29,9.692,8.512,83,1.45,20.5,823.285,0,0,0.1069,0,44,1.103
6570,29-02-2020,23:29,-0.801443,-0.494547,340.12859,4.437,-0.749,-8.649,34.87,1.95,302.1,810.335,0,0,0,4,85.04,0.537
6571,30-03-2020,10:41,839.258,828.067,146.49169,8.81,3.019,-3.781,39.29,1.45,232.1,815.766,0,0,0.1824,8,99.49,0.711
6572,31-01-2020,20:03,-0.987452,-0.113746,273.42489,6.239,0.571,-7.229,34.83,8.95,271.8,819.701,0.254,0,0,0,76.16,0.503
6573,22-01-2020,13:46,270.73,63.693,204.79551,7.728,1.137,-8.163,28.98,8.2,287.7,810.998,0,0,0.2054,1,43.81,0.444
6574,14-08-2020,11:39,911.381,789.672,165.53699,29.12,13.538,1.738,17.17,6.95,57.68,820.597,0,0,0.1794,0,101.63,0.122
6575,12-09-2020,09:15,661.427,952.695,123.86503,20.86,9.958,0.268,25.26,2.95,124.7,820.524,0,0,0.1953,4,106.39,0.206
6576,02-04-2020,09:20,97.0985,0.326403,122.0661,-4.541,-4.535,-4.635,99.2,0,0,812.617,0.508,1,0.1703,0,78.57,1.016
6577,26-04-2020,09:21,807.377,862.328,115.70934,19.67,8.237,-3.263,20.31,3.45,111.7,817.223,0,0,0.1857,0,153.57,1.192
6578,18-09-2020,03:09,-1.34231,-0.286386,59.33476,12.78,6.631,0.531,43,1.45,266.9,824.697,0,0,0,4,113.41,-0.276
6579,14-08-2020,21:25,-1.88485,-0.335758,316.58549,21.28,11.53,4.13,32.44,0.95,290.1,822.363,0,0,0,0,129.85,-0.281
6580,12-02-2020,01:48,-0.92943,0.009891,44.77487,1.979,-2.619,-10.519,35.16,1.2,298.2,808.647,0,0,0,0,9.48,21.18
6581,21-06-2020,05:43,16.5941,0.197507,68.72402,18.59,8.982,0.192,28.92,2.2,286.8,817.399,0,0,0.2179,0,16.48,0.963
6582,25-12-2020,08:14,118.615,690.094,129.21833,8.41,0.431,-13.169,17.68,6.2,281,818.144,0,0,0.3596,8,151.03,0.264
6583,10-11-2020,09:21,435.883,941.74,142.28724,2.467,-2.504,-11.304,31.65,8.2,279.3,808.56,3.302,0,0.5299,1,147.9,3.111
6584,01-09-2020,04:22,-1.30402,-0.029625,67.58995,11.36,8.888,7.088,74.97,1.2,295,814.89,0,0,0,0,72.11,0.027
6585,26-08-2020,22:48,-1.62084,0,336.74895,19.92,13.587,9.787,52.03,0,0,817.673,0,0,0,0,53.48,-0.315
6586,04-09-2020,13:12,840.546,927.739,211.09049,30.13,14.118,2.328,16.9,4.45,89.1,824.086,0,0,0.1839,8,85.86,0.279
6587,11-03-2020,05:07,-1.26801,-0.09891,82.34761,8.18,1.48,-7.62,29.47,6.95,305.7,817.297,0,0,0,0,97.93,0.708
6588,10-06-2020,03:35,-0.928204,-0.138256,48.77896,9.48,4.139,-1.761,44.51,0.95,328.2,822.409,0,0,0,0,104.36,0.942
6589,13-09-2020,03:06,-1.33739,-0.113566,56.85939,14.02,6.761,-0.529,36.53,1.7,267.6,822.572,0,0,0,3,137.76,-0.006
6590,08-12-2020,08:15,167.631,780.627,130.49605,10.18,0.396,-20.604,7.802,2.7,279.1,823.41,0,0,0.3245,1,56.81,0.125
6591,09-03-2020,10:01,667.542,966.188,137.88269,7.68,5.318,3.018,72.29,2.45,127.1,818.323,0.254,0,0.1803,1,130.19,0.977
6592,25-06-2020,21:52,-1.22192,-0.138253,327.97426,20.49,11.817,5.547,37.6,2.2,16.73,819.927,1.27,0,0,0,49,0.787
6593,06-02-2020,20:15,-0.712674,-0.168146,277.04872,-2.253,-2.273,-2.373,99,1.45,120.7,806.132,0,1,0,0,50.44,3.968
6594,06-12-2020,02:34,-1.42679,-0.227134,75.63444,3.95,-1.843,-12.243,26.18,2.95,281.7,821.761,0,0,0,7,133.22,0.134
6595,09-11-2020,11:45,26.8845,0.829532,180.12007,-0.624,-1.024,-1.524,92.8,2.2,35.76,810.292,0,1,0.1979,0,137.38,0.004
6596,23-05-2020,16:21,153.306,1.25418,271.92899,21.12,9.788,-0.292,23.8,3.7,42.55,807.399,0,0,0.1751,7,111.79,0.867
6597,27-07-2020,23:38,-1.38725,-0.034564,351.92818,19.77,14.017,10.627,55.55,0.95,306.8,820.16,0,0,0,0,142.19,0.07
6598,28-12-2020,10:22,125.519,0.977656,154.94173,-2.696,-3.145,-3.645,92.3,2.45,80.1,819.144,0,1,0.2741,8,87.9,0.391
6599,15-12-2020,22:43,-1.13694,0.113568,311.1526,1.24,-3.964,-15.464,23.63,6.95,280.9,811.555,4.064,0,0,0,85.41,7.014
6600,19-02-2020,01:14,-0.782202,0.29673,28.99414,-5.835,-7.339,-10.639,65.6,1.95,302.5,819.231,0,0,0,0,25.72,9.83
6601,28-09-2020,09:54,697.639,965.654,140.33127,11.32,3.388,-6.712,25.83,2.7,54.02,827.659,0,0,0.207,0,61.07,-0.115
6602,20-05-2020,16:32,489.779,875.673,273.12379,27.18,10.064,-7.936,8.64,4.45,210.6,806.827,0,0,0.2061,4,117.34,1.053
6603,06-03-2020,16:15,237.308,506.433,246.38726,17.95,5.541,-11.159,11.37,1.95,92.9,819.175,0,0,0.1974,0,120.97,0.733
6604,22-06-2020,15:06,762.498,891.164,261.04753,25.61,14.225,6.855,30.2,2.45,27.76,819.839,0,0,0.1812,3,39.93,1.288
6605,15-03-2020,18:32,-1.0065,-0.276946,272.38198,8.98,4.48,-0.32,51.89,0.95,308.3,817.13,0,0,0,0,80.85,0.788
6606,21-06-2020,06:50,40.7814,0.464141,78.33286,19.94,9.409,-0.191,25.81,2.2,291.1,817.617,0,0,0.207,1,53.82,0.994
6607,26-07-2020,05:24,23.3584,4.86856,68.41418,17.86,13.657,11.257,65.27,2.2,300.6,821.011,0,0,0.1953,7,71,1.09
6608,25-01-2020,13:37,518.276,982.654,202.61055,11.11,2.713,-8.687,22.04,5.2,255.5,814.314,0,0,0.2302,3,22,0.592
6609,08-11-2020,17:27,-1.4758,-0.301195,254.1641,9.24,1.32,-10.28,21.69,2.95,204.8,805.383,0,0,0,0,101.66,-0.009
6610,19-01-2020,15:52,167.266,652.324,231.63513,6.327,0.056,-9.644,28,2.45,91.4,826.147,0,0,0.2554,8,87.96,0.361
6611,02-02-2020,12:47,613.577,1028.07,189.31315,21.12,6.441,-14.159,7.11,3.45,209.8,808.749,0,0,0.2168,8,131.49,0.565
6612,24-12-2020,09:47,376.207,746.652,147.57016,5.361,-1.22,-13.12,21.9,9.45,279.8,820.334,0,0,0.2451,1,143.97,0.167
6613,21-01-2020,18:35,-0.699748,-0.563787,257.902,5.496,0.277,-6.823,37.99,0,0,810.652,0,0,0,3,123.25,0.399
6614,29-04-2020,06:14,188.362,719.353,81.03803,6.526,2.217,-2.883,49.54,1.7,251,825.33,0,0,0.259,0,94.87,0.775
6615,06-10-2020,05:40,-1.63283,-0.36045,92.78907,14.74,4.456,-9.344,16.4,2.7,284.4,821.602,0,0,0,0,147.77,-0.297
6616,19-07-2020,13:36,535.502,55.2131,231.37755,30.8,14.482,2.982,17.04,4.45,248.7,818.153,0,0,0.1875,0,54.78,0.961
6617,24-12-2020,04:40,-1.15294,0.19751,96.84923,-2.168,-6.571,-18.771,22.67,8.2,273.5,819.041,0,0,0,1,94.71,0.214
6618,20-03-2020,10:28,328.547,2.19088,143.76001,-5.223,-5.228,-5.328,99.1,1.2,32.79,824.323,0,0,0.8918,0,112.63,10.37
6619,12-09-2020,18:22,0.015123,-1.00234,276.89151,20.26,9.583,-0.117,25.46,1.45,41.88,820.79,0,0,0,7,114.03,0.008
6620,31-12-2020,02:34,-1.05666,0.271576,73.55377,-2.099,-4.793,-9.593,52.43,0.7,302.9,811.902,0,0,0,6,42.18,3.575
6621,15-07-2020,21:47,-1.43707,-0.113566,325.1774,20.86,14.755,11.355,54.51,0,0,818.594,0,0,0,6,64.56,0.987
6622,28-08-2020,08:38,591.927,430.526,109.5509,22.54,13.958,8.658,41.06,2.95,40.24,821.708,0,0,0.2194,0,67.03,-0.233
